@RELATION riaa
@ATTRIBUTE ratio_0_9 NUMERIC
@ATTRIBUTE ratio_1_9 NUMERIC
@ATTRIBUTE ratio_2_9 NUMERIC
@ATTRIBUTE ratio_21_9 NUMERIC
@ATTRIBUTE ratio_22_9 NUMERIC
@ATTRIBUTE ratio_23_9 NUMERIC
@ATTRIBUTE ratio_4_0 NUMERIC
@ATTRIBUTE ratio_5_0 NUMERIC
@ATTRIBUTE ratio_6_0 NUMERIC
@ATTRIBUTE class {riaa_ok, riaa_ko}
@DATA
0.66289276, 0.85798717, 0.89483458, 0.80422366, 0.61656022, 0.41433308, 1.32421291, 1.35244787, 1.38497436, riaa_ok
0.72185445, 0.90370685, 0.99258244, 0.66707194, 0.55449569, 0.40199119, 1.44454050, 1.37592101, 1.35778522, riaa_ok
0.50864017, 0.74335063, 0.81719726, 0.57857990, 0.46448758, 0.30807129, 1.63987899, 1.66056597, 1.84102440, riaa_ok
0.72957152, 0.93388873, 1.05346155, 0.74669009, 0.64340526, 0.48919350, 1.52487075, 1.48911297, 1.47008836, riaa_ok
0.71494323, 0.90853459, 0.96877801, 0.35781303, 0.26688105, 0.16030242, 1.52375424, 1.60227883, 1.52546012, riaa_ok
0.30231580, 0.58796227, 0.87233746, 0.26942605, 0.17492381, 0.08085456, 3.53445101, 3.74602795, 3.81404972, riaa_ok
0.97111642, 1.20209694, 1.21713698, 0.57118624, 0.36692673, 0.19341269, 1.22220135, 1.22553837, 1.18178713, riaa_ok
0.40140659, 0.58499718, 0.72798055, 1.30689013, 1.02979255, 0.72644061, 2.12145996, 1.95583737, 2.08427501, riaa_ok
0.90777767, 1.06612599, 1.08572280, 0.74817079, 0.61708742, 0.44993675, 1.19544148, 1.13616681, 1.05883026, riaa_ok
0.59619802, 0.78198808, 0.89063060, 0.79739326, 0.70841789, 0.55372155, 1.60289335, 1.57534254, 1.62449408, riaa_ok
0.62747031, 0.81835318, 0.93301123, 0.12047818, 0.05714107, 0.02032057, 1.71088350, 1.75272059, 1.68076432, riaa_ok
0.53694999, 0.74486518, 0.86897779, 0.36440820, 0.26471233, 0.15702628, 1.82505500, 1.84542227, 1.89128888, riaa_ok
0.69256991, 0.82734406, 0.89893329, 0.73303521, 0.60330176, 0.43984795, 1.36296237, 1.37233210, 1.40688872, riaa_ok
0.97826719, 1.12968373, 1.13111794, 0.84619361, 0.70009178, 0.51479155, 1.12533224, 1.03587329, 0.99116427, riaa_ok
0.62307274, 0.94851077, 1.17041206, 0.43713087, 0.31789455, 0.17916755, 2.06874514, 2.01597595, 1.92319667, riaa_ok
0.63750160, 0.77595025, 0.90901262, 0.59781343, 0.49003702, 0.36086729, 1.52988422, 1.49537492, 1.51112783, riaa_ok
0.54648721, 0.75558710, 0.90075976, 0.47658607, 0.33139816, 0.19387741, 1.88198197, 1.96541429, 2.08128262, riaa_ok
0.73607749, 0.90967637, 0.98509157, 0.74464023, 0.61318547, 0.45504922, 1.39415896, 1.33926988, 1.30404878, riaa_ok
0.41037184, 0.64424598, 0.85962605, 0.42104629, 0.31020790, 0.18893836, 2.47413635, 2.52424598, 2.53707838, riaa_ok
0.53675026, 0.71377683, 0.83649379, 0.55444586, 0.44740856, 0.31837916, 1.73980761, 1.80687881, 1.90552890, riaa_ok
0.58182800, 0.74616849, 0.84072304, 0.61708635, 0.50235897, 0.35455382, 1.57614398, 1.58143473, 1.63854730, riaa_ok
0.60872930, 0.81779647, 0.96239525, 0.59942669, 0.48632553, 0.34274065, 1.67965591, 1.59839451, 1.57589364, riaa_ok
0.49419275, 0.72224623, 0.89343637, 0.74727321, 0.60804731, 0.42991102, 2.01045227, 2.01589465, 2.10156059, riaa_ok
0.83504403, 0.98783779, 1.04351056, 0.93418127, 0.80725241, 0.61031485, 1.29635680, 1.23868644, 1.21341014, riaa_ok
0.62037796, 0.82034963, 0.88357943, 0.49657041, 0.38024655, 0.23669703, 1.44070566, 1.45125699, 1.48996019, riaa_ok
0.61545998, 0.82337350, 0.93665564, 0.47149190, 0.35860413, 0.23811385, 1.62513196, 1.60380316, 1.62952685, riaa_ok
0.88578039, 1.12766135, 1.23420548, 0.94315541, 0.80553967, 0.61858088, 1.40922165, 1.31098270, 1.22465074, riaa_ok
0.64800298, 0.88265413, 1.06947899, 0.89742756, 0.74469995, 0.54610813, 1.78027308, 1.75661755, 1.70103467, riaa_ok
0.59388429, 0.78740191, 0.91390133, 0.74631810, 0.61780876, 0.46103650, 1.69170547, 1.66612101, 1.67804313, riaa_ok
0.89867687, 1.07412004, 1.02101374, 0.62035722, 0.46816543, 0.28716335, 1.12804878, 1.08888423, 1.00821388, riaa_ok
0.64728010, 0.96697509, 1.21710408, 0.55904603, 0.38577908, 0.22670087, 2.11854911, 2.02316403, 1.87934411, riaa_ok
0.71085501, 0.87719452, 0.85733169, 0.67955017, 0.52809763, 0.36524260, 1.15315175, 1.11520624, 1.13121665, riaa_ok
0.58820844, 0.78624403, 0.89889771, 0.72415596, 0.58313298, 0.40718308, 1.64920497, 1.66334879, 1.72112131, riaa_ok
0.64141327, 0.85394686, 0.99566966, 0.57459569, 0.48922527, 0.36512920, 1.64117730, 1.58247328, 1.59023690, riaa_ok
0.50652802, 0.70930433, 0.77818066, 0.18397255, 0.11318532, 0.04238259, 1.68492472, 1.77503419, 1.88961101, riaa_ok
0.53419691, 0.67216283, 0.76104301, 0.68749219, 0.59240687, 0.44980508, 1.59400105, 1.67627251, 1.70618331, riaa_ok
0.93778592, 1.00056207, 0.96257591, 0.33787340, 0.23899840, 0.13450636, 1.04054749, 0.99021387, 1.00549698, riaa_ok
0.70632660, 0.88953251, 0.99680173, 0.55984151, 0.46137607, 0.32736838, 1.53892946, 1.58272862, 1.59927630, riaa_ok
0.48839709, 0.70929992, 0.88136041, 0.59387451, 0.55437732, 0.43249449, 1.92622125, 1.85566103, 1.86804497, riaa_ok
0.71232563, 0.90844887, 0.95152217, 0.38371602, 0.28129420, 0.16145138, 1.25088632, 1.06748748, 0.94621789, riaa_ok
0.70510417, 0.91366911, 1.03542030, 0.65837699, 0.52585441, 0.37486243, 1.53578556, 1.47885716, 1.52576947, riaa_ok
0.68330413, 0.85786319, 0.97557497, 0.72254848, 0.61036485, 0.45990920, 1.55156052, 1.50483572, 1.48883080, riaa_ok
0.53145218, 0.62143236, 0.75795013, 0.84436721, 0.68928957, 0.49424246, 1.62430453, 1.56743848, 1.63766766, riaa_ok
0.64675933, 0.83363736, 0.92732823, 0.57066625, 0.45922592, 0.32471612, 1.53547406, 1.48418665, 1.46690571, riaa_ok
0.30677798, 0.50983989, 0.71144372, 0.28126538, 0.16847084, 0.07120216, 2.92630839, 3.23023224, 3.40018773, riaa_ok
0.62170416, 0.80357909, 0.86405051, 0.43524805, 0.38968366, 0.27336961, 1.49043822, 1.61549532, 1.78395224, riaa_ok
0.75597233, 0.97107959, 1.04344678, 0.86445022, 0.71963590, 0.54186839, 1.42131460, 1.36891627, 1.37912226, riaa_ok
0.88475209, 1.09094334, 1.10071683, 0.64176840, 0.46345717, 0.28738600, 1.20273376, 1.12853658, 1.09761477, riaa_ok
0.92014003, 1.08055305, 1.11277974, 0.78021657, 0.61605835, 0.43014944, 1.23541248, 1.19852257, 1.18454397, riaa_ok
1.51204252, 1.82716858, 1.83020592, 2.28260159, 1.88938677, 1.42840540, 1.08899140, 0.91887259, 0.82172883, riaa_ok
0.80268234, 0.99639136, 1.08371067, 0.96526027, 0.83036751, 0.63823527, 1.35877967, 1.28528881, 1.28558493, riaa_ok
0.81994438, 1.04593205, 1.10336578, 0.25891155, 0.14882256, 0.05955403, 1.39797759, 1.31171322, 1.24345827, riaa_ok
0.59731400, 0.85034311, 0.97538179, 0.55724698, 0.45775279, 0.32600182, 1.69105148, 1.63824785, 1.71591616, riaa_ok
0.66470540, 0.84684008, 0.95731050, 0.64708924, 0.54394186, 0.39932501, 1.52288842, 1.52187574, 1.54189527, riaa_ok
0.78646576, 0.98464942, 1.07548535, 0.94788587, 0.80959976, 0.61715692, 1.47368431, 1.42900753, 1.38640881, riaa_ok
0.76686031, 0.88460988, 0.89809263, 0.85388464, 0.70118475, 0.52684176, 1.17109776, 1.15549505, 1.21637404, riaa_ok
0.45155987, 0.77221185, 1.04507554, 0.21574169, 0.14532226, 0.06525950, 2.65542603, 2.62456203, 2.59613967, riaa_ok
0.59195024, 0.86104274, 1.04918003, 0.30938864, 0.16760261, 0.06731282, 1.94659996, 1.89574814, 1.79024982, riaa_ok
0.54356527, 0.77225679, 0.86957407, 0.59224689, 0.45398098, 0.30731463, 1.69401956, 1.67641580, 1.63480389, riaa_ok
0.80281675, 0.95705003, 1.01834559, 0.68541962, 0.55269939, 0.39835459, 1.34287488, 1.33907509, 1.38383162, riaa_ok
0.92550069, 1.22536862, 1.26484811, 0.60324389, 0.50942105, 0.36122486, 1.38759434, 1.29877281, 1.18661189, riaa_ok
0.61453164, 0.83947480, 0.96393126, 0.26065862, 0.19396466, 0.12814581, 1.69426799, 1.73013258, 1.66921580, riaa_ok
0.36374193, 0.66541636, 0.90875196, 0.03232442, 0.00843275, 0.00116886, 2.85307860, 2.95249224, 3.09994316, riaa_ok
0.55882037, 0.79222912, 0.90436316, 0.45871922, 0.32922259, 0.19203480, 1.79485762, 1.84178567, 1.88901818, riaa_ok
0.53931838, 0.82434630, 1.08527720, 0.04892956, 0.01557616, 0.00134492, 2.41500902, 2.40692139, 2.30604792, riaa_ok
0.76374197, 1.02748525, 1.12671566, 0.78460509, 0.67958599, 0.50481278, 1.53269434, 1.49331558, 1.46954882, riaa_ok
0.68022150, 0.87879276, 1.00462949, 0.70912266, 0.59787059, 0.44873706, 1.62416267, 1.57179308, 1.52325118, riaa_ok
0.63930613, 0.77972490, 0.87518615, 0.64399958, 0.48071086, 0.31270078, 1.54649341, 1.58189619, 1.64657271, riaa_ok
0.79014260, 0.96839416, 1.06902707, 0.77251089, 0.65801871, 0.50108045, 1.42705345, 1.39665759, 1.35878623, riaa_ok
0.89667261, 1.02852786, 1.05533123, 0.78658295, 0.65060508, 0.48331520, 1.18328214, 1.14854670, 1.14548600, riaa_ok
1.02712178, 1.35032892, 1.49772406, 0.83755463, 0.69453233, 0.49421614, 1.62981737, 1.48474467, 1.27698267, riaa_ok
0.89031810, 1.10234249, 1.15360868, 0.84570777, 0.71554160, 0.53482956, 1.33359575, 1.24628866, 1.16821623, riaa_ok
1.01834583, 1.30321777, 1.48519814, 0.42720103, 0.27729052, 0.14330548, 1.56934845, 1.48992181, 1.36045265, riaa_ok
0.13341293, 0.46689704, 0.87414396, 0.18386367, 0.08835205, 0.02840529, 8.67813110, 9.00136471, 8.96592617, riaa_ok
0.47837636, 0.66404545, 0.82674432, 0.53411311, 0.41335064, 0.28058866, 1.97180653, 2.00467420, 2.10411692, riaa_ok
0.83203143, 1.01233566, 1.08526850, 0.83239162, 0.70598263, 0.53401637, 1.35300052, 1.28710532, 1.24235201, riaa_ok
0.72279537, 0.88253844, 0.92882061, 0.77514893, 0.64535737, 0.47416121, 1.33311808, 1.29910576, 1.25887668, riaa_ok
0.44929945, 0.63679630, 0.83596015, 0.77218807, 0.65185869, 0.48875961, 2.16647291, 2.06513667, 2.04218626, riaa_ok
0.59546220, 0.74822110, 0.83252436, 0.73124337, 0.66310453, 0.52906537, 1.53368056, 1.49020445, 1.57229507, riaa_ok
0.64096302, 0.74202168, 0.84193808, 0.50262177, 0.40896487, 0.29104275, 1.43333066, 1.44036949, 1.50805879, riaa_ok
0.36244741, 0.62843478, 0.83329594, 0.52491736, 0.39485747, 0.25058717, 2.66978741, 2.79422641, 2.94308567, riaa_ok
0.67954230, 0.88483202, 0.96599114, 0.76190513, 0.63310492, 0.47756344, 1.41057348, 1.38289928, 1.41062236, riaa_ok
0.63413030, 0.84052896, 0.96421421, 0.70038062, 0.58550918, 0.43645912, 1.66443336, 1.67059231, 1.69322169, riaa_ok
0.67517024, 0.91587627, 1.06695616, 0.74632716, 0.63147491, 0.47405872, 1.70919967, 1.72294509, 1.67678666, riaa_ok
0.64702082, 0.79011375, 0.87183511, 1.00415933, 0.88533598, 0.71249348, 1.41057587, 1.40216005, 1.39939439, riaa_ok
0.79646623, 0.97755831, 1.02044356, 0.75551164, 0.64885211, 0.49640390, 1.26327932, 1.22227144, 1.23576403, riaa_ok
0.89394468, 1.05951154, 1.06370723, 0.47674438, 0.33645922, 0.19692400, 1.17656648, 1.07475209, 1.02470636, riaa_ok
0.84304535, 1.10551262, 1.17378330, 0.95028102, 0.81047386, 0.62085068, 1.41370893, 1.35358107, 1.31609106, riaa_ok
0.63236678, 0.85014600, 0.99462861, 0.65342855, 0.50846326, 0.34959117, 1.73701072, 1.79542387, 1.84113979, riaa_ok
0.90591961, 1.07897031, 1.11118281, 0.72998178, 0.61675417, 0.45835829, 1.22814536, 1.18322158, 1.17141378, riaa_ok
0.52211791, 0.67527199, 0.86580604, 0.67768991, 0.57791018, 0.42400342, 1.94618273, 1.93592513, 1.87320614, riaa_ok
0.80652022, 0.97643608, 1.07330704, 0.60800940, 0.48906320, 0.33907714, 1.44023812, 1.43253887, 1.43304825, riaa_ok
0.60302407, 0.80042130, 0.90895647, 0.64848304, 0.52360207, 0.37449381, 1.58057165, 1.57805955, 1.62301326, riaa_ok
0.61853808, 0.78557515, 0.87107879, 0.84636956, 0.71890187, 0.55572492, 1.50842905, 1.54267168, 1.56654835, riaa_ok
0.74017829, 0.91692364, 1.00525093, 0.73772109, 0.63077939, 0.47755438, 1.41776335, 1.36560965, 1.40483379, riaa_ok
0.80731207, 1.12185836, 1.28398716, 1.05181420, 0.89448684, 0.66398549, 1.62408316, 1.55293548, 1.46935666, riaa_ok
0.50798607, 0.72088867, 0.85481358, 0.43205339, 0.30223244, 0.17837769, 1.88400662, 1.94089818, 2.12375164, riaa_ok
0.64030111, 0.81300384, 0.91566002, 0.61994398, 0.52212846, 0.39417911, 1.53653634, 1.61023617, 1.63069117, riaa_ok
0.64974409, 0.75581980, 0.81626797, 0.50028032, 0.37967560, 0.25338992, 1.37420607, 1.36565316, 1.46015930, riaa_ok
0.85040635, 1.04254937, 1.03057921, 1.03916001, 0.87069511, 0.66543055, 1.15532243, 1.16264832, 1.24866211, riaa_ok
0.57253790, 0.76180798, 0.86002541, 0.72636509, 0.59858334, 0.43773484, 1.66793799, 1.71061277, 1.77918506, riaa_ok
0.70342124, 0.89138275, 0.93338168, 0.73969471, 0.57043183, 0.40161783, 1.36939943, 1.36372077, 1.43717253, riaa_ok
0.76200783, 0.93482399, 0.97252643, 0.95397651, 0.86811715, 0.71097571, 1.32535303, 1.34733343, 1.35394979, riaa_ok
0.29952890, 0.54804862, 0.82337129, 0.09254876, 0.04687662, 0.01750325, 3.48120260, 3.52801728, 3.53024983, riaa_ok
0.86296570, 1.13411129, 1.29834449, 0.79863483, 0.62614781, 0.43121907, 1.58169281, 1.47485113, 1.36969173, riaa_ok
0.72541088, 0.88166362, 0.91856456, 0.58004713, 0.45565945, 0.31401032, 1.25596726, 1.25754583, 1.30546665, riaa_ok
0.56708938, 0.83801359, 1.02504575, 0.44718572, 0.33051136, 0.20187570, 1.97294569, 1.89372802, 1.83066821, riaa_ok
0.57605070, 0.75749481, 0.87222630, 0.60159594, 0.47954154, 0.33988270, 1.64723396, 1.63674521, 1.66939735, riaa_ok
0.48623168, 0.76942909, 0.98703676, 0.47175607, 0.36546087, 0.24266872, 2.38238668, 2.41193461, 2.38266873, riaa_ok
0.56341499, 0.87948704, 1.11853743, 0.47432080, 0.36950827, 0.23814261, 2.20926189, 2.18126869, 2.18929291, riaa_ok
0.76955271, 0.91077900, 0.97026235, 0.83149809, 0.70042378, 0.52286226, 1.30546916, 1.27595592, 1.31802452, riaa_ok
0.45981371, 0.74451238, 1.15526223, 0.46561906, 0.31937441, 0.18327406, 3.07515335, 3.15955400, 3.05776143, riaa_ok
0.87033415, 1.06182790, 1.10013723, 0.55063051, 0.41647741, 0.26546195, 1.25837898, 1.24927509, 1.29589534, riaa_ok
0.80807030, 1.06990242, 1.16196549, 0.93246907, 0.80457687, 0.60159653, 1.38253856, 1.28310156, 1.25417328, riaa_ok
0.59821868, 0.77923727, 0.86269552, 0.58434129, 0.44681132, 0.30075854, 1.54398799, 1.51468265, 1.52678633, riaa_ok
0.97650552, 1.16789258, 1.21857345, 0.88575196, 0.75237548, 0.56983572, 1.18283665, 1.12670290, 1.07403708, riaa_ok
0.73686022, 0.93605691, 1.02157283, 0.42627561, 0.27972603, 0.15060996, 1.47852325, 1.48273301, 1.52055478, riaa_ok
0.68102252, 0.90141720, 0.98579365, 0.55461365, 0.44420427, 0.31028602, 1.52031994, 1.53197527, 1.55517948, riaa_ok
0.67712438, 0.84170538, 0.95370531, 0.64290965, 0.46561453, 0.29734164, 1.55084348, 1.53719389, 1.52371538, riaa_ok
0.63921762, 0.83830196, 0.93787515, 0.69284779, 0.56116128, 0.40542680, 1.50994349, 1.48664880, 1.48177707, riaa_ok
0.40633419, 0.68999416, 0.93802947, 0.32744724, 0.21115510, 0.10079218, 2.70760822, 2.73629141, 2.78639936, riaa_ok
0.38931301, 0.64545417, 0.88402873, 0.25811940, 0.15844114, 0.06852246, 2.72694468, 2.78578997, 2.76872444, riaa_ok
0.64487356, 0.79120958, 0.90134186, 0.86014909, 0.73746598, 0.56893116, 1.50113237, 1.53800225, 1.65107071, riaa_ok
0.71796703, 0.87974310, 0.95259959, 0.40725335, 0.28808159, 0.16473274, 1.41714275, 1.42645741, 1.46095192, riaa_ok
0.78899390, 0.92536938, 0.96648645, 0.55918455, 0.38929009, 0.22541542, 1.25350654, 1.26711929, 1.28764749, riaa_ok
0.66376454, 0.87571859, 1.03463519, 0.69622540, 0.58039129, 0.42445204, 1.70723581, 1.68590224, 1.65433836, riaa_ok
0.72249699, 0.87721139, 0.94528925, 0.70287889, 0.55804890, 0.37884811, 1.38084757, 1.47156000, 1.54211628, riaa_ok
0.58451545, 0.78225970, 0.89830500, 0.57068104, 0.46701714, 0.33188066, 1.62955844, 1.63951468, 1.73976398, riaa_ok
0.62752539, 0.88281316, 1.03593421, 0.72362328, 0.58257270, 0.41702962, 1.77243602, 1.77719629, 1.74475503, riaa_ok
0.73492485, 0.97784525, 1.07116079, 0.66907150, 0.51569998, 0.35006332, 1.51406455, 1.46273899, 1.43459404, riaa_ok
0.55743849, 0.76360917, 0.85513502, 0.76248401, 0.57494819, 0.36019570, 1.62998855, 1.61717045, 1.65868545, riaa_ok
0.64210045, 0.77747226, 0.88885182, 0.45303908, 0.31134203, 0.17836885, 1.56954622, 1.59879529, 1.56702542, riaa_ok
0.81158239, 0.98668897, 0.98328424, 0.61393821, 0.51508194, 0.38983288, 1.19945943, 1.14289498, 1.18244445, riaa_ok
0.89285707, 1.13711977, 1.20624590, 0.73234379, 0.61417222, 0.45351762, 1.34340048, 1.26184916, 1.25030375, riaa_ok
0.58829701, 0.80438238, 0.88797379, 0.69418430, 0.57094663, 0.41510183, 1.53593802, 1.52533877, 1.59322846, riaa_ok
0.62753147, 0.88877058, 1.07608569, 0.45909891, 0.35066253, 0.21912384, 2.01080728, 2.10223222, 2.10162711, riaa_ok
0.51838309, 0.93031698, 1.27465463, 0.09911923, 0.03204222, 0.00300048, 2.74156380, 2.59285355, 2.45347238, riaa_ok
0.49374533, 0.71481448, 0.85839266, 0.54426557, 0.40695918, 0.26708677, 1.89579105, 1.92683303, 2.00556731, riaa_ok
0.56372440, 0.71788681, 0.81370413, 0.52595776, 0.38578099, 0.24165785, 1.54217994, 1.56330168, 1.61014771, riaa_ok
0.94840080, 1.18512523, 1.28556156, 0.64936644, 0.52059513, 0.35746735, 1.33465946, 1.31192279, 1.26602721, riaa_ok
0.79016358, 0.98595858, 1.06036162, 0.60916519, 0.47038594, 0.30418605, 1.38612330, 1.36272120, 1.36346054, riaa_ok
0.62829512, 0.75620085, 0.79836243, 0.48748735, 0.37438598, 0.24225737, 1.35600007, 1.46138084, 1.63296592, riaa_ok
0.63412833, 0.82407790, 0.95980126, 0.47201371, 0.35109338, 0.22092502, 1.68884885, 1.69247139, 1.70662487, riaa_ok
0.72526127, 0.93411011, 1.01275957, 0.41482621, 0.28112596, 0.15951568, 1.40998614, 1.37654591, 1.46318305, riaa_ok
0.60189396, 0.78755051, 0.88117546, 0.59710002, 0.47313368, 0.33506984, 1.60599267, 1.65387177, 1.65508962, riaa_ok
0.71019799, 0.97417057, 1.16921663, 0.36896080, 0.26642287, 0.15074715, 1.84413886, 1.83993900, 1.75672948, riaa_ok
0.62665009, 0.87019449, 0.98855829, 0.50308967, 0.34673384, 0.20336939, 1.67879128, 1.74088562, 1.89789760, riaa_ok
0.38888958, 0.73375183, 1.09869325, 0.01366287, 0.00241402, 0.00019307, 3.50933051, 3.51720452, 3.45748210, riaa_ok
0.67358029, 0.91774863, 1.05259705, 0.72649825, 0.59311074, 0.42528313, 1.64983392, 1.64971614, 1.66679370, riaa_ok
0.66087002, 0.84574151, 0.96653414, 0.53434741, 0.40865642, 0.27107424, 1.54962313, 1.52100909, 1.55232680, riaa_ok
0.83315897, 1.02319908, 1.04962122, 0.64951319, 0.48417443, 0.31162035, 1.28183794, 1.31681776, 1.30149341, riaa_ok
0.48425955, 0.68417847, 0.85742784, 0.68356198, 0.53241044, 0.36649475, 2.04298186, 2.10758281, 2.20580244, riaa_ok
1.00338566, 1.30016637, 1.35973966, 0.57025117, 0.37165719, 0.19295220, 1.27987921, 1.17345536, 1.14061391, riaa_ok
0.64513218, 0.82631040, 0.88774377, 0.31956020, 0.19396742, 0.09129264, 1.48545492, 1.45655096, 1.49792302, riaa_ok
0.57152855, 0.78662735, 0.95521092, 0.51372147, 0.38903055, 0.25397408, 1.84409034, 1.81035590, 1.80177104, riaa_ok
0.47507375, 0.66322356, 0.79532540, 0.70407456, 0.53108573, 0.35994792, 1.89021444, 1.96230006, 2.02539635, riaa_ok
0.65226704, 0.96017402, 1.14439631, 0.44998881, 0.30282640, 0.17253281, 1.91870785, 1.84633613, 1.77610815, riaa_ok
0.71971601, 0.95090276, 1.06715977, 0.76571840, 0.61877292, 0.44780603, 1.48047483, 1.41403353, 1.43828702, riaa_ok
0.73111296, 0.99254531, 1.07435429, 0.80470651, 0.59676874, 0.39863428, 1.47351646, 1.36976659, 1.32604837, riaa_ok
0.61844981, 0.80394018, 0.95164657, 0.76315194, 0.62356150, 0.45744655, 1.76924658, 1.85608482, 1.83744431, riaa_ok
0.70089823, 0.92966217, 1.03992701, 0.51328856, 0.37775820, 0.23881920, 1.59054446, 1.58864999, 1.56756377, riaa_ok
0.57267070, 0.74563026, 0.80947214, 0.59581769, 0.47079954, 0.33147380, 1.42952287, 1.40812063, 1.49544024, riaa_ok
0.85611260, 1.07587266, 1.16944587, 0.46495694, 0.34740537, 0.22369882, 1.43791270, 1.37312770, 1.28399253, riaa_ok
0.82152081, 1.05275095, 1.04316974, 0.50343192, 0.31966850, 0.16334605, 1.12332571, 1.02479339, 1.22670138, riaa_ok
0.50694871, 0.70239550, 0.81595230, 0.69393420, 0.54563165, 0.37579378, 1.80596900, 1.94496119, 2.09904003, riaa_ok
0.71669573, 0.89283341, 0.99106264, 0.65700042, 0.54718661, 0.39009547, 1.45930576, 1.45276582, 1.49337912, riaa_ok
0.83704638, 1.07545853, 1.09253275, 0.75453615, 0.59742391, 0.41405028, 1.25515711, 1.24270809, 1.30369174, riaa_ok
0.59153759, 0.77866668, 0.90232533, 0.69880176, 0.59100717, 0.44671276, 1.64635491, 1.66160345, 1.69239473, riaa_ok
0.59117526, 0.76932371, 0.84278440, 0.54050928, 0.41601589, 0.28474355, 1.54160905, 1.57140172, 1.67466521, riaa_ok
0.66012120, 0.87572467, 0.99137157, 0.73288435, 0.57970476, 0.39995074, 1.63299155, 1.72336102, 1.70865083, riaa_ok
0.62490702, 0.82925761, 0.90825051, 0.79685205, 0.67167795, 0.50316310, 1.52673411, 1.51489234, 1.55242670, riaa_ok
0.62523657, 0.87222278, 0.98332012, 0.56608307, 0.45571932, 0.31998941, 1.60460150, 1.46578205, 1.39121640, riaa_ok
0.74902481, 0.96882343, 1.10760260, 0.53008097, 0.41286966, 0.28118107, 1.54631102, 1.48744786, 1.48898625, riaa_ok
0.71960187, 0.90029228, 0.95089048, 0.63658226, 0.48377895, 0.32403275, 1.40985370, 1.43093097, 1.44349432, riaa_ok
0.45285383, 0.60307026, 0.77532494, 0.43495286, 0.30665505, 0.18391447, 2.08146524, 2.23787689, 2.35732365, riaa_ok
0.61015236, 0.82405490, 0.97593343, 0.47191682, 0.35182700, 0.21414360, 1.76203942, 1.79367220, 1.84660971, riaa_ok
0.78325731, 1.00394797, 0.99428421, 0.59384167, 0.41608453, 0.23716609, 1.15695739, 1.16174889, 1.33275807, riaa_ok
0.78500086, 1.03535593, 1.11282265, 0.55498874, 0.41990548, 0.26993644, 1.43580067, 1.41804135, 1.35077786, riaa_ok
0.84603661, 0.97033781, 0.97992873, 0.68114173, 0.52028179, 0.35939345, 1.13251400, 1.07729590, 1.09506702, riaa_ok
0.65311795, 0.78695250, 0.87269932, 0.81028289, 0.69143206, 0.52910310, 1.47802651, 1.47018266, 1.49402487, riaa_ok
0.72332841, 0.94584167, 0.98660046, 0.59398943, 0.47184137, 0.32891110, 1.37991071, 1.33860874, 1.40617120, riaa_ok
0.57493180, 0.80130672, 0.93830067, 0.54191011, 0.37697354, 0.22310187, 1.83743429, 1.92976403, 2.00586748, riaa_ok
0.66837662, 0.84183252, 0.90190554, 0.66605794, 0.52118349, 0.36937127, 1.38947690, 1.37183785, 1.42552710, riaa_ok
0.64166230, 0.79353452, 0.84707808, 0.60687494, 0.48025686, 0.33496049, 1.35163450, 1.39686632, 1.46978760, riaa_ok
0.81228650, 1.01347232, 1.06445086, 0.89818954, 0.74216193, 0.56010562, 1.30982399, 1.27869713, 1.31882095, riaa_ok
0.52085972, 0.68522584, 0.84124708, 0.35446453, 0.24789749, 0.14555632, 1.88536048, 1.99033988, 2.06390905, riaa_ok
0.53985012, 0.74601901, 0.91003042, 0.44500053, 0.29914832, 0.16694131, 1.85993445, 1.87914479, 1.92334497, riaa_ok
0.06805153, 0.24847116, 0.46878180, 0.32635856, 0.19634368, 0.08636453, 9.78957748, 12.03407478, 13.76119614, riaa_ok
0.56901306, 0.78837365, 0.91671187, 0.63333172, 0.49840099, 0.35024592, 1.74438465, 1.76757145, 1.80669355, riaa_ok
0.53602511, 0.75058115, 0.86981422, 0.74316174, 0.58842427, 0.41798821, 1.80087173, 1.81982100, 1.85851967, riaa_ok
0.72162372, 0.93668205, 1.02406359, 0.80880827, 0.65617990, 0.47798982, 1.43872547, 1.39108825, 1.36856735, riaa_ok
0.57358229, 0.73054618, 0.82634461, 0.64979720, 0.53052247, 0.38707179, 1.61529100, 1.63970876, 1.67287254, riaa_ok
0.68015683, 0.89119548, 0.96257597, 0.69192296, 0.53564256, 0.36666039, 1.43769383, 1.42955410, 1.44690442, riaa_ok
0.52047092, 0.72505891, 0.87026894, 0.58164287, 0.45980069, 0.32509831, 1.84447443, 1.87821519, 1.87833226, riaa_ok
0.79307026, 1.00611317, 1.08084571, 0.79110581, 0.63563019, 0.46254882, 1.39690506, 1.38845026, 1.39096403, riaa_ok
0.78112632, 1.01979172, 1.16304374, 1.07705629, 0.93117833, 0.72972488, 1.60503089, 1.61237478, 1.51666427, riaa_ok
0.52581680, 0.70923811, 0.83816028, 0.66405475, 0.53419912, 0.39404067, 1.77830815, 1.80511606, 1.87674880, riaa_ok
1.31987047, 1.41739631, 1.35663283, 0.70755351, 0.54671258, 0.35429958, 0.96873003, 0.88485140, 0.85391486, riaa_ok
0.53174049, 0.82407069, 1.01014555, 0.73510784, 0.55944014, 0.36790907, 2.02683091, 2.00244045, 2.03776836, riaa_ok
