@RELATION riaa
@ATTRIBUTE ratio_0_9 NUMERIC
@ATTRIBUTE ratio_1_9 NUMERIC
@ATTRIBUTE ratio_2_9 NUMERIC
@ATTRIBUTE ratio_21_9 NUMERIC
@ATTRIBUTE ratio_22_9 NUMERIC
@ATTRIBUTE ratio_23_9 NUMERIC
@ATTRIBUTE ratio_4_0 NUMERIC
@ATTRIBUTE ratio_5_0 NUMERIC
@ATTRIBUTE ratio_6_0 NUMERIC
@ATTRIBUTE class {riaa_ok, riaa_ko}
@DATA
0.39549032, 0.59335762, 0.72602755, 0.96585625, 0.89188683, 0.72204018, 2.06250763, 2.14405155, 2.21653056, riaa_ko
0.20217580, 0.48329294, 0.73108947, 0.59383869, 0.44872540, 0.28870556, 4.42721224, 4.80567551, 5.11145830, riaa_ko
0.26380262, 0.44430423, 0.64128411, 0.88617313, 0.79051596, 0.62276089, 2.98753572, 2.98245955, 3.13817692, riaa_ko
0.26868454, 0.52821928, 0.74548221, 0.59712338, 0.49857071, 0.34471884, 3.43320394, 3.74601507, 3.90379381, riaa_ko
0.18639864, 0.37346950, 0.57583380, 0.65881771, 0.54912764, 0.40484315, 3.97446728, 4.45275021, 4.85379505, riaa_ko
0.23096593, 0.48094928, 0.70942444, 0.50754887, 0.38529256, 0.24219158, 3.75787973, 3.88375568, 3.99571347, riaa_ko
0.33372542, 0.50232947, 0.64613503, 0.67091650, 0.54798704, 0.38641390, 2.32036877, 2.49639535, 2.71551013, riaa_ko
0.46165508, 0.64635533, 0.80166662, 1.03040481, 0.88697600, 0.69661862, 1.90731108, 1.89684081, 1.92549419, riaa_ko
0.22333464, 0.44041607, 0.63685942, 0.44741434, 0.28012773, 0.15140542, 3.46823049, 3.76366997, 4.16395664, riaa_ko
0.36183336, 0.53786784, 0.68761724, 1.13392520, 0.99217665, 0.78058451, 2.29520178, 2.50757623, 2.72982860, riaa_ko
0.51410919, 0.75677824, 0.90386552, 1.20828164, 1.05104780, 0.83039171, 1.94847155, 2.03055334, 2.11200094, riaa_ko
0.51606035, 0.72010887, 0.89580840, 0.89265323, 0.75529516, 0.56717718, 1.93000150, 1.84998667, 1.82320404, riaa_ko
0.41493011, 0.60936254, 0.79473233, 1.21747088, 1.06648064, 0.85687119, 2.21898913, 2.31476760, 2.35803580, riaa_ko
0.12920663, 0.31551144, 0.50220281, 1.06249714, 0.88331330, 0.64480716, 5.29483128, 6.29626942, 7.41866064, riaa_ko
0.28174070, 0.48114991, 0.48635828, 0.27376202, 0.20609851, 0.10888498, 1.82973957, 1.71120989, 2.24518228, riaa_ko
0.43239033, 0.65817213, 0.79959959, 1.27863777, 1.19044948, 0.99528915, 2.03836632, 1.97006655, 2.02937818, riaa_ko
0.43848580, 0.64669192, 0.78881752, 0.84468561, 0.70919919, 0.53628188, 1.98371255, 2.00063324, 2.09417653, riaa_ko
0.44041523, 0.64575839, 0.80988473, 0.96792662, 0.89191973, 0.73411721, 2.08917570, 2.05679536, 2.18586636, riaa_ko
0.49140757, 0.66050750, 0.77471727, 0.92535633, 0.79341823, 0.62292939, 1.77053487, 1.84813511, 1.94355714, riaa_ko
0.56499714, 0.78591406, 0.88956785, 0.82998413, 0.66592079, 0.46936706, 1.77114069, 1.86060154, 1.91109669, riaa_ko
0.42847532, 0.56493920, 0.61371255, 0.72190642, 0.62034875, 0.47086859, 1.57934308, 1.64489174, 1.76995540, riaa_ko
0.09905609, 0.35815239, 0.69480830, 0.57119995, 0.41904807, 0.24576996, 9.49580574, 10.21148777, 10.76642132, riaa_ko
0.40280274, 0.53694779, 0.59249651, 0.77288902, 0.63913685, 0.47062528, 1.64777613, 1.71270919, 1.92188311, riaa_ko
0.48376331, 0.64140207, 0.73669112, 1.00989711, 0.84875238, 0.65125483, 1.66218388, 1.64804673, 1.84415364, riaa_ko
0.27997833, 0.48002025, 0.66938382, 0.49467114, 0.37999532, 0.25036985, 2.96266174, 3.22680116, 3.51146483, riaa_ko
0.41314003, 0.59146875, 0.70331234, 0.91848874, 0.83840185, 0.65723217, 2.00708747, 2.18522048, 2.27230263, riaa_ko
0.38232684, 0.58435744, 0.69571173, 1.25055301, 1.15542901, 0.95342374, 1.96834683, 2.11223626, 2.40287471, riaa_ko
0.43096590, 0.63288385, 0.80361658, 0.85141677, 0.74613374, 0.58849156, 2.10664606, 2.14613390, 2.24661493, riaa_ko
0.38715965, 0.58327484, 0.72757971, 0.90919173, 0.83727854, 0.68531036, 2.12217474, 2.28028202, 2.48790860, riaa_ko
0.52443695, 0.78789675, 0.85823423, 0.99794078, 0.83384323, 0.59901422, 1.74058223, 1.72793710, 1.76087749, riaa_ko
0.29063570, 0.48511514, 0.64031243, 0.93648821, 0.73408329, 0.50472212, 2.72008348, 3.24305129, 3.62777662, riaa_ko
0.45732179, 0.64010888, 0.73997247, 0.89630878, 0.81629026, 0.67424518, 1.87928188, 1.96973217, 2.04580379, riaa_ko
1.49866045, 1.45252025, 1.29751635, 1.79423654, 1.55932093, 1.11269379, 0.86617547, 0.72714323, 0.58481926, riaa_ko
0.33196747, 0.53083336, 0.66408700, 0.67165005, 0.56611031, 0.42103338, 2.25157189, 2.45257378, 2.75727940, riaa_ko
0.58374256, 0.79613948, 0.89930695, 1.34116173, 1.18145514, 0.94339418, 1.67759800, 1.64086330, 1.60223448, riaa_ko
0.60753292, 0.82900518, 0.95443219, 0.92882293, 0.80194539, 0.61744112, 1.71008766, 1.64796400, 1.62969637, riaa_ko
0.40406010, 0.54975820, 0.65712619, 1.18283474, 1.08832932, 0.91588891, 1.90693021, 1.97289395, 2.14269304, riaa_ko
0.37295273, 0.54874629, 0.66716707, 1.23085821, 1.10694969, 0.91175038, 2.05315447, 2.11545658, 2.27906442, riaa_ko
0.38138115, 0.53845990, 0.65683645, 1.10911536, 0.94637966, 0.74087417, 1.99524844, 2.14061022, 2.28752184, riaa_ko
0.37825453, 0.56956649, 0.72391629, 1.03161538, 0.92189193, 0.74632645, 2.28591490, 2.46501398, 2.62992120, riaa_ko
0.60017782, 0.81953651, 0.85940468, 1.44358063, 1.27195942, 1.03970659, 1.44888806, 1.40237534, 1.43502116, riaa_ko
0.14695548, 0.35321620, 0.58405966, 0.37000424, 0.32115361, 0.21714129, 5.30303907, 5.95490122, 6.57825708, riaa_ko
0.44933167, 0.63236678, 0.73528010, 1.07534695, 0.95953709, 0.77994031, 1.77797675, 1.81018090, 1.96182263, riaa_ko
0.30381128, 0.51571542, 0.69017059, 0.96137011, 0.82238460, 0.61851352, 2.80986476, 2.95707273, 3.07630658, riaa_ko
0.45611969, 0.65993935, 0.77217197, 0.57855058, 0.42666259, 0.28073043, 1.87832379, 1.91695309, 2.01554227, riaa_ko
0.54098904, 0.77153403, 0.91763103, 0.98750246, 0.86855775, 0.67998552, 1.91288984, 1.86467302, 1.89892089, riaa_ko
0.16963255, 0.38973415, 0.62591159, 0.71147734, 0.57814670, 0.40467471, 4.76512384, 5.22653675, 5.77990961, riaa_ko
0.12069885, 0.37046194, 0.67321599, 0.42634851, 0.31622908, 0.18107919, 7.57662868, 8.15728951, 8.55651093, riaa_ko
0.15580077, 0.34882820, 0.56463003, 0.62495804, 0.47993529, 0.31040841, 4.81527519, 5.19958115, 5.54156876, riaa_ko
0.17654309, 0.40501598, 0.66273928, 0.78197104, 0.63059753, 0.43787485, 4.88489771, 5.17026949, 5.40025663, riaa_ko
0.54166591, 0.72858661, 0.86813343, 1.18639004, 1.06550455, 0.87144226, 1.81711090, 1.79775512, 1.82385242, riaa_ko
0.36766940, 0.55296093, 0.72267497, 0.96912938, 0.88063318, 0.71462286, 2.33438754, 2.45738697, 2.47444987, riaa_ko
0.35536250, 0.60988826, 0.82280660, 0.66711366, 0.54844433, 0.39754185, 2.71686888, 2.78744936, 2.85428619, riaa_ko
0.28616244, 0.50007570, 0.71698725, 0.56695026, 0.45338568, 0.31025097, 3.03700757, 3.10670233, 3.24566984, riaa_ko
0.45567536, 0.62980473, 0.76777679, 1.34607959, 1.22086024, 1.01126242, 1.91135776, 1.98678839, 2.07714224, riaa_ko
0.43754858, 0.59723788, 0.69841784, 1.14551497, 1.03299403, 0.84618700, 1.80432212, 2.03931904, 2.22893047, riaa_ko
0.90378433, 1.15117478, 1.12164903, 1.05232561, 0.83471775, 0.57392406, 1.21220982, 1.22836661, 1.20970595, riaa_ko
0.21831188, 0.41122082, 0.58630800, 1.04581273, 0.89419031, 0.67913300, 3.22327399, 3.50363970, 4.03900909, riaa_ko
0.52464759, 0.76153171, 0.93540156, 0.97779077, 0.85630900, 0.65433955, 2.03328919, 2.01256752, 2.00559926, riaa_ko
0.56577933, 0.79502374, 0.91074306, 1.12231195, 0.94377089, 0.71443212, 1.75556064, 1.84266984, 1.90530419, riaa_ko
0.45201793, 0.66945440, 0.81406820, 1.15608788, 1.01672482, 0.81426597, 1.97940612, 2.01655960, 2.16065931, riaa_ko
0.39659971, 0.65557873, 0.81380188, 1.01787162, 0.86476600, 0.65251106, 2.29851985, 2.37500048, 2.47913957, riaa_ko
0.44906646, 0.63113612, 0.74688715, 0.91264784, 0.84445560, 0.69367409, 1.87026048, 1.97178340, 2.07725954, riaa_ko
0.55193985, 0.81999195, 1.00112510, 0.85313720, 0.67519444, 0.48819649, 1.96481442, 1.89785564, 1.89390695, riaa_ko
0.42983755, 0.62663352, 0.73557794, 0.86585498, 0.75186694, 0.57868350, 1.97150278, 2.11522412, 2.26448989, riaa_ko
0.33398291, 0.54666936, 0.69701135, 0.75198710, 0.65627062, 0.50598943, 2.31960273, 2.34924459, 2.53546095, riaa_ko
0.43140277, 0.66314757, 0.80522799, 0.67430115, 0.51088661, 0.33853462, 2.09631824, 2.17776608, 2.39817142, riaa_ko
0.45583296, 0.70773840, 0.86254215, 1.41704631, 1.21591818, 0.94531769, 2.10444951, 2.09569001, 2.13752604, riaa_ko
0.38718650, 0.53292835, 0.65542597, 1.12942004, 1.02776897, 0.85433042, 1.96165144, 2.06750870, 2.24583292, riaa_ko
0.58307612, 0.80473912, 0.92600846, 1.28764796, 1.10081053, 0.85084593, 1.72535074, 1.74070072, 1.71293223, riaa_ko
0.45042539, 0.64253342, 0.76866663, 0.98356193, 0.86640656, 0.69559181, 1.87362921, 1.91909325, 2.02465463, riaa_ko
0.61116648, 0.89474434, 1.08491123, 1.69476378, 1.53042364, 1.25545192, 2.01332974, 1.97835851, 1.91322803, riaa_ko
0.25777429, 0.46488038, 0.66662973, 0.96384019, 0.86946106, 0.70340610, 3.16762900, 3.40358663, 3.61124063, riaa_ko
0.39030012, 0.58373535, 0.69350916, 0.92899948, 0.73440325, 0.52474880, 2.08904481, 2.32776117, 2.59316659, riaa_ko
0.22999084, 0.39674282, 0.57150400, 0.62343568, 0.48161295, 0.32173428, 3.31556416, 3.73135996, 3.95130706, riaa_ko
0.37672561, 0.77417457, 1.13152862, 1.06340146, 0.96896219, 0.76583242, 3.68410563, 3.85382032, 3.74522328, riaa_ko
0.45548972, 0.65025741, 0.78746420, 0.99678272, 0.87464726, 0.71055973, 1.96855521, 1.98597884, 2.05607009, riaa_ko
0.39156738, 0.55067736, 0.64197159, 1.02975667, 0.91797239, 0.75401932, 1.87130225, 2.09553599, 2.30273747, riaa_ko
0.41497529, 0.62607157, 0.76765800, 0.93950057, 0.81235892, 0.63774186, 2.07725120, 2.15441084, 2.27996469, riaa_ko
0.43364272, 0.61973268, 0.73091322, 1.01090944, 0.86739153, 0.68351007, 1.85703969, 1.89353001, 2.04421973, riaa_ko
0.38161916, 0.65765786, 0.85506827, 0.66039175, 0.57388109, 0.44195381, 2.53204656, 2.52492356, 2.62887979, riaa_ko
0.34042290, 0.49544469, 0.66898429, 1.07837307, 0.93062460, 0.70634145, 2.32592392, 2.46292686, 2.76868486, riaa_ko
0.65058148, 0.66417676, 0.57935280, 2.68942595, 2.16545582, 1.61616445, 0.95073807, 1.22198951, 1.62494946, riaa_ko
0.45394632, 0.64538187, 0.75654852, 1.16754985, 1.04990315, 0.86406857, 1.81192279, 1.87923896, 2.00006652, riaa_ko
0.15660059, 0.40566382, 0.69094723, 0.15633340, 0.08923027, 0.03014101, 5.91115332, 6.78350735, 7.42253637, riaa_ko
0.41421208, 0.61910385, 0.82836163, 0.87097782, 0.77117389, 0.61163396, 2.38272595, 2.47806668, 2.51919150, riaa_ko
0.22312750, 0.48324904, 0.72278082, 0.33988661, 0.22751606, 0.11242600, 4.07652187, 4.41226721, 4.63500357, riaa_ko
0.12531576, 0.29811215, 0.50405598, 0.46284151, 0.34924200, 0.21721739, 5.54418945, 6.42540503, 7.15128756, riaa_ko
0.13330594, 0.43736261, 0.80998302, 0.38382757, 0.26038450, 0.11635851, 8.12315750, 8.46546841, 8.48303223, riaa_ko
0.34623069, 0.49988937, 0.62144774, 0.90273684, 0.76840281, 0.60087979, 2.09111285, 2.28373480, 2.47120166, riaa_ko
0.45910794, 0.63547885, 0.78366810, 1.21605992, 1.12121069, 0.93670839, 2.03228402, 2.10631490, 2.09050751, riaa_ko
0.43552431, 0.61455441, 0.75283629, 1.12963581, 0.96626174, 0.75310004, 2.09589195, 2.19790959, 2.21314645, riaa_ko
0.13615616, 0.36080316, 0.61112320, 0.36550859, 0.26823041, 0.15959112, 5.92463207, 6.78438997, 7.38043690, riaa_ko
0.24084386, 0.48562574, 0.70709598, 0.48577142, 0.36494485, 0.22814934, 3.56139946, 3.78168321, 4.01034069, riaa_ko
0.16817166, 0.39544401, 0.66690952, 0.45974812, 0.35861629, 0.22465318, 5.31925249, 5.87696123, 6.20587730, riaa_ko
0.44055554, 0.57843399, 0.67536145, 1.16008902, 1.07924950, 0.90007055, 1.74988031, 1.77618861, 1.89493942, riaa_ko
0.42238650, 0.52236784, 0.63426638, 1.21287835, 1.08983302, 0.88894677, 1.72157955, 1.77089429, 1.91903031, riaa_ko
0.46045262, 0.67132932, 0.79684955, 0.65966105, 0.50683099, 0.34550396, 1.87193608, 1.94030559, 2.16004443, riaa_ko
0.30867353, 0.50505781, 0.68355995, 0.62136805, 0.50940889, 0.36187553, 2.68334222, 2.81333756, 2.98446465, riaa_ko
0.43839529, 0.61153930, 0.70453274, 1.47060072, 1.36759007, 1.14287174, 1.86408257, 2.09611535, 2.22286963, riaa_ko
0.33949474, 0.61469454, 0.80683422, 0.23960283, 0.18989250, 0.10713171, 2.66315389, 2.72209406, 2.97962523, riaa_ko
0.21934943, 0.45542157, 0.67964512, 0.78767872, 0.63794523, 0.45262757, 3.77899051, 3.96103215, 4.00860786, riaa_ko
0.28366637, 0.50926369, 0.65476882, 1.07963777, 0.96625251, 0.78789937, 2.50662565, 2.73429298, 2.99195385, riaa_ko
0.58710259, 0.91487223, 1.11154056, 1.25590384, 1.00231385, 0.71032238, 2.03443360, 2.13798308, 2.20868897, riaa_ko
0.41126761, 0.56857508, 0.73060346, 1.15392292, 1.06870425, 0.88900071, 2.07473350, 2.17947245, 2.31264329, riaa_ko
0.38148040, 0.58309716, 0.75701338, 1.12016571, 1.02045929, 0.84264928, 2.28143311, 2.26961470, 2.37139988, riaa_ko
0.27588272, 0.54121614, 0.78986585, 1.04130280, 0.93746608, 0.75439185, 3.46385288, 3.56982899, 3.58979869, riaa_ko
0.33740714, 0.51929080, 0.66652256, 1.00342977, 0.87045169, 0.66942388, 2.28688526, 2.39119816, 2.56320214, riaa_ko
0.52269876, 0.68473136, 0.76663250, 1.06660581, 0.94019037, 0.75717151, 1.56026685, 1.58612502, 1.66794944, riaa_ko
0.31964028, 0.48845655, 0.65015650, 0.72414100, 0.59199864, 0.43608630, 2.38705254, 2.52307272, 2.72505093, riaa_ko
0.19554161, 0.39142883, 0.60552472, 0.36912081, 0.27864322, 0.16738169, 4.04593992, 4.44177580, 4.84011602, riaa_ko
0.11403219, 0.36541745, 0.68638742, 0.60798895, 0.44403005, 0.26481634, 8.14323616, 8.66220284, 8.92397976, riaa_ko
0.46852750, 0.64274347, 0.77119070, 0.66905141, 0.54333460, 0.38911998, 1.85831714, 1.95692766, 2.04870367, riaa_ko
0.24305800, 0.48873588, 0.72867137, 0.96501434, 0.87077993, 0.67739582, 3.78185034, 4.16214323, 4.50769997, riaa_ko
0.16482370, 0.35380909, 0.56993520, 0.61090821, 0.44450566, 0.27157134, 4.60755825, 5.21712112, 5.83679771, riaa_ko
0.57563967, 0.73731750, 0.82436621, 1.40733302, 1.26399851, 1.03959906, 1.56688380, 1.60157573, 1.72239959, riaa_ko
0.49513060, 0.73042631, 0.87878674, 1.20151949, 1.04143262, 0.81344748, 2.01802826, 2.12268329, 2.15535355, riaa_ko
0.39088112, 0.60346842, 0.82126832, 1.21209204, 1.07846248, 0.85808903, 2.54354548, 2.72701931, 2.84490180, riaa_ko
0.42824826, 0.60467112, 0.76617771, 0.72164243, 0.55960298, 0.38724208, 2.13261628, 2.25219750, 2.38469529, riaa_ko
0.58853471, 0.82349956, 1.02875566, 0.25384855, 0.17696880, 0.09037524, 2.07931685, 2.16313624, 2.06242847, riaa_ko
0.28184730, 0.50500590, 0.67799574, 0.85060734, 0.71377641, 0.54069823, 2.80201936, 3.00321126, 3.26287556, riaa_ko
0.40690610, 0.60498899, 0.76775885, 0.84962666, 0.74214691, 0.57607281, 2.16976261, 2.22061682, 2.30204773, riaa_ko
0.48124540, 0.68671465, 0.83399445, 0.74001914, 0.60402250, 0.43335223, 1.92476583, 1.96288657, 2.08690190, riaa_ko
0.41810209, 0.62643582, 0.78188276, 1.12341881, 1.00999868, 0.81619138, 2.19396043, 2.27337599, 2.34870791, riaa_ko
0.50450134, 0.74690682, 0.87234390, 1.09504950, 1.04209673, 0.93367505, 1.78593290, 1.80423450, 1.90454888, riaa_ko
0.48877200, 0.64244491, 0.70882130, 1.02353382, 0.88274181, 0.69730383, 1.63147354, 1.66372061, 1.79495990, riaa_ko
0.63270909, 0.87699181, 1.00960338, 1.39602232, 1.25654519, 1.01242387, 1.70572054, 1.68956161, 1.70095325, riaa_ko
0.39091864, 0.69233358, 1.06501913, 1.00638354, 0.87380934, 0.66464418, 3.29948378, 3.03922176, 2.65238810, riaa_ko
0.22202571, 0.47623989, 0.71195281, 0.19913119, 0.12302089, 0.04769669, 3.94715214, 4.20831013, 4.52557564, riaa_ko
0.16675389, 0.44439524, 0.75822777, 0.28784710, 0.19814883, 0.09729668, 5.91449785, 6.33955288, 6.47590160, riaa_ko
0.44252205, 0.63113391, 0.76121569, 1.06366634, 0.99979526, 0.83038360, 1.97260761, 1.98623192, 2.09588122, riaa_ko
0.40653786, 0.61449975, 0.75133157, 1.25693035, 1.14040112, 0.93246341, 2.10172224, 2.21672821, 2.35553956, riaa_ko
0.34523720, 0.56956589, 0.77088511, 0.71402717, 0.59874123, 0.43343720, 2.76558614, 2.98733401, 3.03218532, riaa_ko
0.62652427, 0.87829173, 0.99082929, 1.20998740, 1.11048746, 0.90425032, 1.67230368, 1.65602326, 1.65076029, riaa_ko
0.48120877, 0.70325136, 0.83957446, 1.09931648, 0.99220335, 0.79466182, 1.88053477, 1.91253746, 2.04721761, riaa_ko
0.32133895, 0.57037431, 0.76380920, 0.75490105, 0.60858297, 0.41964734, 2.76204395, 2.89397025, 3.01246452, riaa_ko
0.12306958, 0.36091021, 0.61748040, 0.07824426, 0.03199241, 0.00533389, 6.43432808, 7.10248852, 7.94440413, riaa_ko
0.48908943, 0.67276466, 0.80118597, 1.25604165, 1.10254669, 0.88830864, 1.91017139, 1.94055867, 1.99992073, riaa_ko
0.46189532, 0.62197465, 0.71436191, 1.08880830, 0.94447207, 0.73908377, 1.80300784, 1.96895802, 2.08621120, riaa_ko
0.36003011, 0.54377925, 0.67166871, 1.02723229, 0.91149098, 0.73443848, 2.15784144, 2.28503919, 2.48312402, riaa_ko
0.29656878, 0.49034110, 0.61256874, 0.91012681, 0.76122487, 0.57242638, 2.40979004, 2.64121747, 2.92268229, riaa_ko
0.30412534, 0.47637293, 0.58740854, 0.78523284, 0.71398246, 0.56748819, 2.16514826, 2.33067679, 2.75043631, riaa_ko
0.48194703, 0.66814619, 0.77455240, 0.91856581, 0.77626711, 0.59567672, 1.80680275, 1.87342608, 1.98666966, riaa_ko
0.37208265, 0.54572546, 0.72698712, 0.53879625, 0.41488221, 0.27598402, 2.51632643, 2.85589695, 3.12533116, riaa_ko
0.25898990, 0.46756852, 0.67571014, 0.76238978, 0.63834149, 0.47154048, 3.18654442, 3.34501195, 3.59710813, riaa_ko
0.45087507, 0.67869800, 0.79606533, 0.95399046, 0.82807487, 0.64900553, 1.90174305, 1.98834670, 2.10984278, riaa_ko
0.42192584, 0.65317184, 0.83464217, 0.72798187, 0.62584633, 0.47223410, 2.27066374, 2.23882556, 2.28748250, riaa_ko
0.19159713, 0.43216574, 0.63097215, 1.23565066, 1.09906554, 0.87713820, 3.94106650, 4.02253675, 4.27747679, riaa_ko
0.48766205, 0.66074234, 0.78308076, 1.28053534, 1.14724624, 0.93999934, 1.76936364, 1.75348198, 1.84252191, riaa_ko
0.49824205, 0.69475484, 0.84051222, 1.11449075, 0.97403491, 0.76132369, 1.91804934, 1.81588852, 1.81176651, riaa_ko
0.41645905, 0.61877757, 0.72151721, 1.10087800, 0.96250653, 0.75824636, 1.94651985, 2.13332868, 2.32512236, riaa_ko
0.37648430, 0.56173390, 0.68348098, 0.91453105, 0.77567333, 0.59913808, 2.02715468, 2.11289072, 2.31620169, riaa_ko
0.47809935, 0.71214157, 0.87393272, 1.04053676, 0.85436153, 0.64180541, 2.12436390, 2.15698290, 2.18396831, riaa_ko
0.37326643, 0.57023990, 0.71960390, 1.15295434, 1.04416144, 0.85613102, 2.29825854, 2.38971663, 2.40031266, riaa_ko
0.24605571, 0.47419885, 0.70675260, 0.30566716, 0.24584559, 0.16719459, 3.53050637, 3.72686362, 3.85732460, riaa_ko
0.42252052, 0.63262659, 0.79082227, 1.25312757, 1.14190602, 0.94006360, 2.09312344, 2.11250901, 2.20483255, riaa_ko
0.45593759, 0.59935564, 0.71931261, 1.31769335, 1.19387805, 0.99098450, 1.82319701, 1.90401554, 2.01611829, riaa_ko
0.09526762, 0.28879371, 0.56400770, 0.66882503, 0.50748616, 0.32646909, 8.79832077, 10.23775101, 10.93104267, riaa_ko
0.38073081, 0.62778616, 0.81328684, 1.28884864, 1.16081965, 0.94300038, 2.41374087, 2.46492481, 2.63493323, riaa_ko
0.41372842, 0.67168117, 0.89414907, 1.01558793, 0.91058558, 0.73836446, 2.47923470, 2.42007256, 2.48621821, riaa_ko
0.50829345, 0.73915040, 0.90643185, 1.05977249, 0.93963951, 0.74442083, 1.99535000, 2.06890154, 2.19949365, riaa_ko
0.66430378, 1.63870084, 2.27469206, 1.19764578, 1.29814291, 0.98094404, 3.50563169, 2.91641355, 2.21685123, riaa_ko
0.40537673, 0.57068264, 0.67516512, 0.81879008, 0.67475164, 0.50698328, 1.96023285, 2.09770775, 2.22350168, riaa_ko
0.48785937, 0.64903760, 0.73059005, 1.33092868, 1.19292939, 0.98297560, 1.63573349, 1.79559815, 1.92700064, riaa_ko
0.40010288, 0.58404714, 0.71185553, 1.01295638, 0.90114158, 0.72415477, 2.01446986, 2.14251804, 2.39012265, riaa_ko
0.44320992, 0.61790740, 0.75571620, 1.04997468, 0.96157676, 0.79397237, 1.99414921, 2.11941695, 2.24422669, riaa_ko
0.47555125, 0.71103424, 0.92251086, 1.02309930, 0.88776463, 0.68030077, 2.15581489, 2.05107498, 1.91191983, riaa_ko
0.52902722, 0.71361524, 0.78809977, 1.21170521, 1.10636365, 0.92409939, 1.62131166, 1.70699048, 1.80490148, riaa_ko
0.44448364, 0.64239049, 0.70487189, 1.10319793, 0.94877076, 0.74509072, 1.65475225, 1.69691443, 1.88377583, riaa_ko
0.38636789, 0.62936944, 0.83629817, 1.26653922, 1.12650311, 0.92143857, 2.44522667, 2.42153358, 2.46586156, riaa_ko
0.59060043, 0.85576278, 1.02601016, 1.31545508, 1.15284562, 0.90985566, 1.92050779, 1.83233368, 1.71616518, riaa_ko
0.46361294, 0.64752203, 0.75817382, 1.08781648, 0.98452348, 0.80259150, 1.87350416, 2.02656865, 2.13982463, riaa_ko
0.76840323, 1.03959084, 1.14167953, 1.10760868, 0.97983474, 0.75737989, 1.58070254, 1.52064884, 1.42518687, riaa_ko
0.42002040, 0.59319252, 0.70779699, 1.20499063, 1.09817147, 0.91418552, 1.89372301, 1.95978343, 2.07329440, riaa_ko
0.16439404, 0.35777557, 0.56630319, 0.67400843, 0.55010253, 0.38593397, 4.47892284, 5.04858017, 5.62608576, riaa_ko
0.38929936, 0.55943376, 0.70971859, 1.05263352, 0.92374229, 0.72858846, 2.12664580, 2.21726799, 2.36368299, riaa_ko
0.38505241, 0.55817848, 0.71875137, 1.10242367, 0.99124330, 0.80598336, 2.20582175, 2.31303549, 2.47624683, riaa_ko
0.33619395, 0.54855555, 0.71374643, 1.07979655, 0.97953302, 0.79371411, 2.47387981, 2.62510180, 2.93005824, riaa_ko
0.47046039, 0.73013180, 0.89975697, 1.05565584, 0.94711763, 0.76005995, 2.05377221, 2.10041714, 2.15903521, riaa_ko
0.47251913, 0.66675949, 0.79289693, 0.98052120, 0.75571150, 0.53525013, 1.94808626, 1.95207846, 2.04447913, riaa_ko
0.54286617, 0.80329674, 0.92478836, 1.35553598, 1.20426619, 0.96670413, 1.83564794, 1.75122499, 1.76804709, riaa_ko
0.49981675, 0.68767697, 0.76896900, 1.21290100, 1.05995560, 0.86543363, 1.68915427, 1.69059634, 1.71983433, riaa_ko
0.38928270, 0.58169907, 0.69434166, 0.93567675, 0.79433841, 0.61301863, 1.96523595, 2.12208509, 2.29624295, riaa_ko
0.51771975, 0.77787417, 0.88372731, 1.35126400, 1.14236653, 0.85014921, 1.79194689, 1.75749385, 1.79705095, riaa_ko
0.45764443, 0.68569565, 0.86982977, 1.19693291, 1.06053460, 0.84518802, 2.10658264, 2.13497353, 2.22950172, riaa_ko
0.19863372, 0.41686431, 0.63659996, 0.52582008, 0.40741190, 0.26407418, 4.10375404, 4.53657961, 4.77540922, riaa_ko
0.49775678, 0.71673030, 0.83943045, 0.60357803, 0.47391939, 0.32260692, 1.89629972, 1.94333649, 2.01671791, riaa_ko
0.39814261, 0.61381358, 0.80484974, 0.87580383, 0.82623512, 0.67853415, 2.39010358, 2.42660856, 2.52459955, riaa_ko
0.27725795, 0.48861882, 0.69023585, 0.98643017, 0.85337120, 0.65219504, 3.00514531, 3.08809543, 3.41833735, riaa_ko
0.30037692, 0.51868719, 0.71484959, 1.09950817, 1.02982223, 0.86616135, 2.71762371, 2.98622847, 3.42699361, riaa_ko
0.37614098, 0.55734640, 0.67614740, 0.91283387, 0.79759061, 0.63668984, 2.00100780, 2.01015091, 2.15980363, riaa_ko
0.39606488, 0.61912298, 0.79062861, 1.30602157, 1.12552607, 0.85910314, 2.21969700, 2.23683500, 2.39275813, riaa_ko
0.39504460, 0.57345402, 0.71106428, 0.80750418, 0.68249792, 0.51904738, 2.10927510, 2.19358373, 2.29695511, riaa_ko
0.38242212, 0.54592127, 0.67202967, 0.84243858, 0.72180796, 0.55811882, 2.04386497, 2.17299628, 2.25656676, riaa_ko
0.15388677, 0.27317816, 0.37645945, 4.15185022, 4.68808746, 3.97649598, 3.11851501, 3.75519109, 4.69685888, riaa_ko
0.44384444, 0.62590283, 0.72717869, 1.18460715, 1.08645535, 0.90401846, 1.85179842, 1.91719115, 2.08079147, riaa_ko
0.42859155, 0.61637008, 0.71946585, 0.92894655, 0.81013584, 0.64347011, 1.88127911, 1.97816992, 2.12310266, riaa_ko
0.38767675, 0.65242857, 0.83885622, 0.83689427, 0.64910191, 0.45005330, 2.40165353, 2.40345216, 2.43587446, riaa_ko
0.55750424, 0.76586950, 0.83313119, 1.09227896, 0.90531075, 0.68474388, 1.55906355, 1.48262167, 1.51004922, riaa_ko
