@RELATION playback_speed
@ATTRIBUTE distance NUMERIC
@ATTRIBUTE class {down_speed, up_speed}
@DATA
214.23698203077595, up_speed
52.929999391623689, down_speed
62.097772740237538, down_speed
67.493066090210363, down_speed
70.584667860111367, down_speed
52.397811346455299, up_speed
61.536556108098203, up_speed
67.008052937035416, up_speed
69.269726750148536, up_speed
103.10448719999937, down_speed
114.06530139515701, down_speed
122.61391540329819, down_speed
124.60183552862371, down_speed
102.67337855860639, up_speed
113.19387792692216, up_speed
120.86826242983921, up_speed
123.32461325636187, up_speed
92.047915955577466, down_speed
109.608883163304, down_speed
124.08573972831653, down_speed
126.14282917899222, down_speed
91.570745671837074, up_speed
109.67777941064926, up_speed
124.8794279129374, up_speed
126.25925512221254, up_speed
184.54109478305458, down_speed
204.23907786742768, down_speed
215.35593816763375, down_speed
227.3914495178025, down_speed
185.97884879991847, up_speed
208.58999900447512, up_speed
219.3426978348914, up_speed
225.41651768360322, up_speed
173.98122368969965, down_speed
202.10458038231315, down_speed
220.49781335133179, down_speed
218.76138547631916, down_speed
174.23139464739458, up_speed
203.92893152329529, up_speed
216.34865058972997, up_speed
213.36358642578125, up_speed
135.70987244639969, down_speed
159.63777145830173, down_speed
170.4647874554384, down_speed
169.2602065496846, down_speed
137.96647486023147, up_speed
157.82398339922759, up_speed
166.83606307637731, up_speed
164.74168825612486, up_speed
134.72862100446881, down_speed
184.70307710024144, down_speed
213.97271239641802, down_speed
204.45533214186386, down_speed
132.66460258212291, up_speed
182.32212809837367, up_speed
210.31761500287595, up_speed
202.3090090458447, up_speed
99.789798625464584, down_speed
112.98516416086734, down_speed
124.32587257558087, down_speed
125.47029528571564, down_speed
99.051368738069499, up_speed
112.65225713538506, up_speed
123.5705549122832, up_speed
125.27488920835229, up_speed
19.5759198333839, down_speed
20.6866981975469, down_speed
22.134673084641737, down_speed
23.010473257515422, down_speed
19.614217863113748, up_speed
21.025554965614887, up_speed
22.858100965185074, up_speed
24.006546958750505, up_speed
12.798273870474313, down_speed
14.817406564854496, down_speed
17.308259093645706, down_speed
18.810285055907414, down_speed
12.656362638504374, up_speed
14.768866826029656, up_speed
17.351313668161534, up_speed
18.638963322809214, up_speed
195.79976478749495, down_speed
248.49346750993945, down_speed
274.50943501790363, down_speed
311.80418035513372, down_speed
191.42879903355077, up_speed
251.27985137643165, up_speed
277.91135818827115, up_speed
303.82886947088645, up_speed
70.736771765650289, down_speed
88.570652785810452, down_speed
100.38572036101209, down_speed
110.97865196647767, down_speed
70.20307127326052, up_speed
88.457125370556483, up_speed
100.62218685211873, up_speed
111.27047768997143, up_speed
132.52661774768026, down_speed
159.46269092744993, down_speed
183.398444610892, down_speed
185.45821239878831, down_speed
132.70603493502225, up_speed
154.07361279336379, up_speed
177.3827457366252, up_speed
179.87262185105999, up_speed
88.892743749525934, down_speed
104.20914767860981, down_speed
121.47582000436135, down_speed
123.82421662660865, down_speed
85.931489518545206, up_speed
105.28659783520744, up_speed
121.88816280426717, up_speed
122.1679546763596, up_speed
61.040121430332221, down_speed
75.888650344799245, down_speed
85.125372136680824, down_speed
89.433549899499397, down_speed
61.547774231549603, up_speed
76.207852311118913, up_speed
85.818828990158522, up_speed
91.791366873435607, up_speed
88.948987646010309, down_speed
99.952687729523788, down_speed
110.75115463108692, down_speed
115.1873278077752, down_speed
89.298500875824857, up_speed
100.11372977938852, up_speed
111.89057477932532, up_speed
117.32140510830679, up_speed
112.10202322654354, down_speed
131.44361033022983, down_speed
146.85359463491099, down_speed
152.27095155191267, down_speed
112.79367351840615, up_speed
133.27322940764691, up_speed
147.85762014049541, up_speed
151.06057408403811, up_speed
119.90620274219698, down_speed
136.42637881183316, down_speed
151.05217276267635, down_speed
154.37361619078996, down_speed
119.0257208370468, up_speed
138.30311174608744, up_speed
148.32149799433341, up_speed
152.87924021501757, up_speed
105.71021075696235, down_speed
117.96608084768154, down_speed
132.17082955073386, down_speed
135.79729464138981, down_speed
105.05196921339312, up_speed
116.2190257939706, up_speed
130.90075318172913, up_speed
133.39194234212241, up_speed
77.071507327379152, down_speed
94.522679350522736, down_speed
122.91739261960521, down_speed
127.11085520130145, down_speed
78.26514047172077, up_speed
95.103326544406727, up_speed
126.61304807200015, up_speed
126.7482286965577, up_speed
152.44347265545991, down_speed
175.55000655782263, down_speed
194.19537062166577, down_speed
203.73998060504209, down_speed
154.0248583451058, up_speed
176.61971423695388, up_speed
196.3793349775296, up_speed
200.70699139937614, up_speed
57.439200342665984, down_speed
69.105006591401832, down_speed
85.155466122920458, down_speed
92.678200582856107, down_speed
58.177558824853989, up_speed
69.251256504490925, up_speed
86.581039033661384, up_speed
92.043757120768234, up_speed
76.654154163348252, down_speed
90.00299245099805, down_speed
102.24779073474477, down_speed
112.22392268011099, down_speed
75.741183777843091, up_speed
89.257179828137637, up_speed
101.25187776929738, up_speed
109.32953399361917, up_speed
50.536137059282716, down_speed
54.564183355535121, down_speed
58.756132255480125, down_speed
59.548466802800746, down_speed
50.566672513400079, up_speed
54.86452358208814, up_speed
58.625054418076203, up_speed
59.918777465820313, up_speed
161.166317689766, down_speed
201.11790811976954, down_speed
260.98336554962452, down_speed
280.24055589595656, down_speed
159.51567768973439, up_speed
201.13413403952393, up_speed
253.29897429333536, up_speed
276.72138438795764, up_speed
109.55061597114242, down_speed
139.49473552024867, down_speed
158.69370687046484, down_speed
156.48276013618147, down_speed
108.44998015863609, up_speed
139.4399360236998, up_speed
156.03739065028316, up_speed
153.96000631881762, up_speed
15.73837127191735, down_speed
17.920205026768556, down_speed
19.703828632638679, down_speed
20.589446478291237, down_speed
15.761516089578278, up_speed
17.864394351502451, up_speed
19.404612667738043, up_speed
20.334755906780945, up_speed
102.86942224595153, down_speed
118.73077832070754, down_speed
134.99765681294562, down_speed
144.27257436610347, down_speed
102.88721991974174, up_speed
117.53247820906654, up_speed
132.25668497918878, up_speed
139.06209927160762, up_speed
125.42490789419625, down_speed
140.16961571159487, down_speed
157.74618945075471, down_speed
169.11784589946464, down_speed
125.798501419018, up_speed
139.89002146304233, up_speed
156.65411273252616, up_speed
166.06723402696133, up_speed
87.889637820543214, down_speed
108.70610135272868, down_speed
124.10970753296293, down_speed
126.43146971668627, down_speed
86.785833266174905, up_speed
109.30145189600083, up_speed
124.59278993081892, up_speed
127.21236125859627, up_speed
117.02000491441646, down_speed
130.88412278061159, down_speed
139.46445353980204, down_speed
139.00952242261769, down_speed
117.98234632177261, up_speed
131.03256660140448, up_speed
139.45330642650814, up_speed
139.96356043152053, up_speed
57.910944670149426, down_speed
71.246568402040353, down_speed
95.179554763349515, down_speed
103.53134337983856, down_speed
58.653209106050262, up_speed
71.630581408256859, up_speed
95.264136058227137, up_speed
103.15488762222833, up_speed
169.815921524196, down_speed
197.33953837669398, down_speed
208.09809218718397, down_speed
221.6131521675579, down_speed
172.09860935643266, up_speed
196.18039923115455, up_speed
209.35450423651142, up_speed
222.11127276868109, up_speed
70.531590187048067, down_speed
78.508173772818068, down_speed
87.747529310701736, down_speed
93.338614898977923, down_speed
70.404136089831113, up_speed
77.690709283822557, up_speed
86.333759196753647, up_speed
90.014206574572711, up_speed
177.92386081535068, down_speed
210.58602529976361, down_speed
225.23022954749445, down_speed
223.437210132389, down_speed
175.47497746242288, up_speed
208.74516311201077, up_speed
227.87584362832473, up_speed
221.59946735468498, up_speed
166.6875501219123, down_speed
185.63112855189055, down_speed
198.67896678146806, down_speed
208.36473058805495, down_speed
166.68994891219154, up_speed
184.6741820400201, up_speed
199.50269670702494, up_speed
203.01565092512706, up_speed
95.502445998701077, down_speed
111.04499461349931, down_speed
122.89311247890436, down_speed
127.50357766753261, down_speed
94.737081385739032, up_speed
111.58865766309226, up_speed
124.05930029612915, up_speed
129.51622873448247, up_speed
147.35165405273438, down_speed
165.99439829607226, down_speed
170.07853525896289, down_speed
175.05651406099881, down_speed
147.8024936910586, up_speed
165.93678900956337, up_speed
171.55534935614824, up_speed
176.3361000135107, up_speed
59.869563130499088, down_speed
65.614680367380288, down_speed
71.137402333873766, down_speed
71.944626496447711, down_speed
59.566065420996409, up_speed
65.269344440941666, up_speed
70.248491552655366, up_speed
71.954419231723421, up_speed
186.24884457881396, down_speed
242.57390740156944, down_speed
292.03117153328213, down_speed
327.22061127597846, down_speed
191.46004271275788, up_speed
246.57683457062853, up_speed
294.941681895827, up_speed
316.96778810371472, up_speed
52.319017725083434, down_speed
57.540634698466576, down_speed
65.738333890353204, down_speed
67.164805440069401, down_speed
52.053485858016032, up_speed
57.950077340826631, up_speed
66.074962677693293, up_speed
67.443631317237433, up_speed
92.890958915636375, down_speed
108.50162113523021, down_speed
116.00510428715678, down_speed
120.66774905306622, down_speed
92.240495008943924, up_speed
108.82894927089654, up_speed
116.61225915803878, up_speed
117.46468632275233, up_speed
20.3579127734533, down_speed
27.906397649771186, down_speed
36.376500694497118, down_speed
40.540566552418333, down_speed
20.421765077461316, up_speed
27.478955710204289, up_speed
35.441176874352116, up_speed
39.175328177541594, up_speed
54.102471212738926, down_speed
58.547768108281502, down_speed
63.223854435300368, down_speed
65.882563223730784, down_speed
53.892143916157842, up_speed
57.951372905842312, up_speed
63.248637079035191, up_speed
65.359691928505512, up_speed
138.14695561973795, down_speed
171.31180268815419, down_speed
198.50335614349464, down_speed
211.64779850734476, down_speed
141.07732848133469, up_speed
172.78537150262628, up_speed
203.26490941711228, up_speed
211.1358659861543, up_speed
123.80432523955805, down_speed
162.76922637050592, down_speed
190.91103034652167, down_speed
176.77245792524715, down_speed
122.22319786293993, up_speed
161.73678648124621, up_speed
188.82877772062727, up_speed
176.58469818016471, up_speed
139.40844489532768, down_speed
152.75362472781086, down_speed
158.3813967411572, down_speed
165.56734992462455, down_speed
135.8890976396579, up_speed
149.21758845554587, up_speed
160.60597377147491, up_speed
162.65239234109526, up_speed
112.09532397618958, down_speed
135.4109263991075, down_speed
152.43580266958688, down_speed
166.94249006845419, down_speed
111.49915123603105, up_speed
135.1899976020492, up_speed
153.32131933317214, up_speed
164.31401876801425, up_speed
94.114018116182493, down_speed
114.85583387455122, down_speed
123.15005285763046, down_speed
130.32892453091816, down_speed
97.056165429766509, up_speed
115.98486046652192, up_speed
126.80734919575812, up_speed
132.74863411616354, up_speed
39.586450521228386, down_speed
46.916472549191568, down_speed
53.152773761440635, down_speed
54.936131844628591, down_speed
39.604246121008423, up_speed
46.521350947012792, up_speed
52.886949705846099, up_speed
53.939384336996234, up_speed
131.96296761028202, down_speed
183.58742802197108, down_speed
226.21508063158942, down_speed
215.68325267409043, down_speed
130.41696285507055, up_speed
181.46523731811919, up_speed
222.04912658493882, up_speed
215.85732997659727, up_speed
159.03977072508977, down_speed
198.16919794669045, down_speed
222.57615938155783, down_speed
214.13000073479216, down_speed
155.93023484115847, up_speed
195.50603255484867, up_speed
223.7422673987725, up_speed
210.54173417075938, up_speed
101.19622684219509, down_speed
122.35503947927728, down_speed
128.91945695105494, down_speed
135.15676721862991, down_speed
100.89757446486587, up_speed
122.90464525932633, up_speed
129.93582844657033, up_speed
134.39474413232895, up_speed
13.930233557247421, down_speed
15.524699238897528, down_speed
17.856086163073297, down_speed
18.948101056046472, down_speed
14.01064944961696, up_speed
15.659252080330957, up_speed
18.136624036869186, up_speed
19.306811780219711, up_speed
189.98483938075191, down_speed
230.80795396724565, down_speed
265.3806899481221, down_speed
287.89616798968763, down_speed
183.86371382926274, up_speed
231.34589200806849, up_speed
267.86008431147604, up_speed
288.49709500309717, up_speed
33.966322716771593, down_speed
35.858151087097369, down_speed
38.047604903434085, down_speed
38.891174563312219, down_speed
34.033106239096632, up_speed
35.950062970899069, up_speed
38.030505282207599, up_speed
38.677500209376262, up_speed
145.7374407820717, down_speed
166.72387487911485, down_speed
194.98319222163229, down_speed
202.81774255450102, down_speed
144.75952212633052, up_speed
168.94877629449837, up_speed
194.78957808905048, up_speed
205.85859136982643, up_speed
67.517568248761123, down_speed
79.686495833412337, down_speed
96.440414675616907, down_speed
100.45451893235487, down_speed
68.130210061675143, up_speed
80.025029549706716, up_speed
96.132808944554, up_speed
99.790827680174203, up_speed
174.19623785420143, down_speed
199.98276364224628, down_speed
229.85902720824799, down_speed
244.81729955580627, down_speed
171.62625887478825, up_speed
201.57827195843447, up_speed
230.98639982649425, up_speed
239.80189030224452, up_speed
55.444908265542828, down_speed
58.259748341581968, down_speed
63.605168265432219, down_speed
72.886358711711793, down_speed
55.429383904416973, up_speed
57.500091009541237, up_speed
61.817258569414946, up_speed
69.403203921024854, up_speed
69.196607669966127, down_speed
73.646788908825727, down_speed
77.313333505179884, down_speed
80.072648625543593, down_speed
68.14428908462277, up_speed
73.519081436700418, up_speed
76.909631426666166, up_speed
79.265388266554154, up_speed
188.6411641932614, down_speed
239.28270012815406, down_speed
312.16059510067441, down_speed
325.08251928434402, down_speed
180.55739897200206, up_speed
233.95651175983517, up_speed
309.11715061224783, up_speed
324.27212371332359, up_speed
190.83187871149056, down_speed
241.57421716980178, down_speed
298.85774349471899, down_speed
306.04345125365023, down_speed
190.05567448193202, up_speed
241.14303248136946, up_speed
295.67569320333041, up_speed
298.10247575580883, up_speed
159.63157080986738, down_speed
176.3483745488534, down_speed
188.35790190959054, down_speed
194.52537758836468, down_speed
156.74251139125391, up_speed
174.20105775505979, up_speed
188.42128242566747, up_speed
195.40488312853964, up_speed
47.244545698937472, down_speed
60.60734187746511, down_speed
68.353922081610918, down_speed
68.537259740736872, down_speed
48.434470513106163, up_speed
61.483359574500028, up_speed
68.783056018421945, up_speed
73.041986607425031, up_speed
103.68546776632661, down_speed
116.17239774932368, down_speed
130.13918874796155, down_speed
135.74890092275675, down_speed
102.52366998666312, up_speed
114.87147462715222, up_speed
128.85605791703011, up_speed
133.62776332225616, up_speed
198.44788358126644, down_speed
216.4173022026383, down_speed
245.57318075729418, down_speed
252.962428762689, down_speed
195.07080947234022, up_speed
211.41747360476398, up_speed
254.74519585174264, up_speed
257.85691482889615, up_speed
111.81083733518533, down_speed
132.17783827303296, down_speed
149.57806692771541, down_speed
156.73758541959003, down_speed
114.93258523786724, up_speed
134.57083460736814, up_speed
149.61453755696616, up_speed
159.50198369195931, up_speed
185.53872458448689, down_speed
235.05810146887325, down_speed
259.08325881711102, down_speed
265.35726341074724, down_speed
185.18687083420244, up_speed
237.51805944350158, up_speed
260.47752469257244, up_speed
267.85598399338215, up_speed
205.7897703300402, down_speed
280.92232550463632, down_speed
293.28398206396008, down_speed
335.23401886282613, down_speed
207.84956567264297, up_speed
274.04485570419956, up_speed
295.6782929750708, up_speed
327.53449469013896, up_speed
226.11643300473111, down_speed
292.75121581438674, down_speed
350.15500114959423, down_speed
352.60608265700847, down_speed
222.93363987203554, up_speed
298.67266248190674, up_speed
343.53659966231163, up_speed
352.51857779789896, up_speed
220.86425178799428, down_speed
264.10341617127455, down_speed
291.59905571304864, down_speed
305.01441461754462, down_speed
217.62965812806559, up_speed
260.41280416840488, up_speed
289.13476710643585, up_speed
298.53087361653644, up_speed
198.81633538798607, down_speed
252.1122528372459, down_speed
319.88407418951635, down_speed
359.57688632212023, down_speed
200.00892268801198, up_speed
243.72266212636214, up_speed
321.82467601985991, up_speed
357.51683222205895, up_speed
171.21751393932354, down_speed
209.31003049585041, down_speed
236.72768839123179, down_speed
251.31044850766079, down_speed
162.14371507761933, up_speed
207.43844352648097, up_speed
237.43113441837644, up_speed
237.99290056444681, up_speed
69.040712473847719, down_speed
84.942549770318195, down_speed
108.18660457080236, down_speed
126.0189955628034, down_speed
68.545689456285402, up_speed
85.620650701924049, up_speed
109.2975275231025, up_speed
124.87458203757079, up_speed
152.79643911219722, down_speed
170.15611153513098, down_speed
181.90099361876455, down_speed
187.00262367223846, down_speed
152.06188095734728, up_speed
169.73201946764704, up_speed
181.50813505796168, up_speed
188.70608372364228, up_speed
138.82123326175036, down_speed
161.46702234953352, down_speed
179.60881363458233, down_speed
181.21113097551958, down_speed
140.36052869284424, up_speed
161.8881959884298, up_speed
178.8212450638558, up_speed
183.20309517375858, up_speed
88.950697124197262, down_speed
107.14352150333738, down_speed
139.25655772385088, down_speed
155.24881233289403, down_speed
87.427670969546426, up_speed
104.65256848381561, up_speed
134.58330775387464, up_speed
149.9896679233193, up_speed
